scientific_name,common_name,class,order,family,phylum,national_rank,top5,top10,protective_context_count,protective_chemical_count,warning_context_count,warning_chemical_count,broad_life_stage_category_count,eligible_state_count,state_occurrence_available,evidence_support,evidence_support_label,official_or_common_method_species,testing_priority,rank_scope,note
Raphidocelis subcapitata,,Chlorophyceae,Sphaeropleales,Selenastraceae,Chlorophyta,529,False,False,29,23,52,49,3,0,False,moderate_20_49,Moderate (20-49 protective contexts),True,0.0033010565139966,extended_greedy_order,
Cricotopus sp.,,Insecta,Diptera,Chironomidae,Arthropoda,530,False,False,13,12,0,0,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0017167569344467,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Villosa vibex,,Bivalvia,Unionoida,Unionidae,Mollusca,531,False,False,5,5,0,0,1,5,True,sparse_5_19,Limited (5-19 protective contexts),False,0.0053629167155392,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Morone saxatilis,,Actinopterygii,Perciformes,Moronidae,Chordata,532,False,False,91,50,9,8,3,9,True,strong_50_plus,Strong (50+ protective contexts),False,0.0023731462655241,extended_greedy_order,
Planorbella campanulata,,Gastropoda,Basommatophora,Planorbidae,Mollusca,533,False,False,4,4,0,0,1,14,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0070992425262094,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Anodonta sp.,,Bivalvia,Unionoida,Unionidae,Mollusca,534,False,False,2,2,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0029195627663592,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Pseudacris sierra,,Amphibia,Anura,Hylidae,Chordata,535,False,False,7,2,0,0,1,1,True,sparse_5_19,Limited (5-19 protective contexts),False,0.0029203639951159,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Anopheles pseudopunctipennis,,Insecta,Diptera,Culicidae,Arthropoda,536,False,False,5,3,0,0,1,3,True,sparse_5_19,Limited (5-19 protective contexts),False,0.0032790344124739,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Brachionus angularis,,Monogononta,Ploima,Brachionidae,Rotifera,537,False,False,5,5,0,0,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0042993051855616,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Oryzias mekongensis,,Actinopterygii,Beloniformes,Adrianichthyidae,Chordata,538,False,False,2,2,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0038795088238637,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Potamopyrgus jenkinsi,,Gastropoda,Neotaenioglossa,Hydrobiidae,Mollusca,539,False,False,12,5,2,2,2,20,True,sparse_5_19,Limited (5-19 protective contexts),False,0.008310099204701,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Anaxyrus americanus,,Amphibia,Anura,Bufonidae,Chordata,540,False,False,27,8,0,0,2,36,True,moderate_20_49,Moderate (20-49 protective contexts),False,0.0062764702271276,extended_greedy_order,
Puntius tetrazona,,Actinopterygii,Cypriniformes,Cyprinidae,Chordata,541,False,False,1,1,0,0,1,1,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0040766206048876,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Goeldichironomus holoprasinus,,Insecta,Diptera,Chironomidae,Arthropoda,542,False,False,12,9,0,0,1,3,True,sparse_5_19,Limited (5-19 protective contexts),False,0.002925027863663,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Polypedilum nubifer,,Insecta,Diptera,Chironomidae,Arthropoda,543,False,False,2,2,9,9,1,7,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0048460714637269,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Oncorhynchus aguabonita,,Actinopterygii,Salmoniformes,Salmonidae,Chordata,544,False,False,5,4,2,2,2,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0036227591172112,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Ischnura heterosticta,,Insecta,Odonata,Coenagrionidae,Arthropoda,545,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0040938872256613,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Tanypus bilobatus,,Insecta,Diptera,Chironomidae,Arthropoda,546,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0033934879091865,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Puntius sarana,,Actinopterygii,Cypriniformes,Cyprinidae,Chordata,547,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0027216231989819,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Centroptilum sp.,,Insecta,Ephemeroptera,Baetidae,Arthropoda,548,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0027904142885394,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Physalaemus centralis,,Amphibia,Anura,Leptodactylidae,Chordata,549,False,False,6,3,0,0,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0042454529412936,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Elachistocleis bicolor,,Amphibia,Anura,Microhylidae,Chordata,550,False,False,2,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0029597059059688,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Physa virgata,,Gastropoda,Basommatophora,Physidae,Mollusca,551,False,False,3,2,1,1,1,45,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0151577256964162,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Rasbora sumatrana,,Actinopterygii,Cypriniformes,Cyprinidae,Chordata,552,False,False,7,7,0,0,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0038201827374253,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Stenonema frontale,,Insecta,Ephemeroptera,Heptageniidae,Arthropoda,553,False,False,1,1,0,0,1,32,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0117614579662522,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Stenonema luteum,,Insecta,Ephemeroptera,Heptageniidae,Arthropoda,554,False,False,1,1,0,0,1,5,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0052361602062573,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Diamesa zernyi,,Insecta,Diptera,Chironomidae,Arthropoda,555,False,False,5,3,2,2,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0032956392746136,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Rana cyanophlyctis,,Amphibia,Anura,Ranidae,Chordata,556,False,False,9,8,1,1,3,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0034312762268157,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Alona rectangula,,Branchiopoda,Diplostraca,Chydoridae,Arthropoda,557,False,False,4,2,0,0,2,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0035858618045264,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Alona costata,,Branchiopoda,Diplostraca,Chydoridae,Arthropoda,558,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0035813024864194,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Salvelinus leucomaenis,,Actinopterygii,Salmoniformes,Salmonidae,Chordata,559,False,False,2,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0026851904714937,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Polypedilum sp.,,Insecta,Diptera,Chironomidae,Arthropoda,560,False,False,2,2,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0033121015692737,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Chydorus sphaericus,,Branchiopoda,Diplostraca,Chydoridae,Arthropoda,561,False,False,15,10,0,0,2,1,True,sparse_5_19,Limited (5-19 protective contexts),False,0.0019077907328489,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Stenonema vicarium,,Insecta,Ephemeroptera,Heptageniidae,Arthropoda,562,False,False,2,2,0,0,1,18,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0083758961126235,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Anopheles gambiae,,Insecta,Diptera,Culicidae,Arthropoda,563,False,False,17,13,0,0,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0016033161208588,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Anopheles dirus,,Insecta,Diptera,Culicidae,Arthropoda,564,False,False,2,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0038005890570492,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Caenis sp.,,Insecta,Ephemeroptera,Caenidae,Arthropoda,565,False,False,2,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0026612655028943,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Tanypus neopunctipennis,,Insecta,Diptera,Chironomidae,Arthropoda,566,False,False,2,2,0,0,1,3,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0027782885159549,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Pseudacris triseriata,,Amphibia,Anura,Hylidae,Chordata,567,False,False,14,12,0,0,1,8,True,sparse_5_19,Limited (5-19 protective contexts),False,0.0039596343481995,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Salvelinus alpinus,,Actinopterygii,Salmoniformes,Salmonidae,Chordata,568,False,False,3,3,0,0,1,1,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0028211969612655,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Cyrnus trimaculatus,,Insecta,Trichoptera,Polycentropodidae,Arthropoda,569,False,False,6,2,0,0,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0038435689422864,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Lemna aequinoctialis,,Liliopsida,Arales,Lemnaceae,Magnoliophyta,570,False,False,1,1,0,0,1,10,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.007001215887771,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Stenonema terminatum,,Insecta,Ephemeroptera,Heptageniidae,Arthropoda,571,False,False,1,1,0,0,1,26,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0101486828424584,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Alona affinis,,Branchiopoda,Diplostraca,Chydoridae,Arthropoda,572,False,False,4,3,0,0,1,2,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0040278585503569,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Euphlyctis hexadactylus,,Amphibia,Anura,Dicroglossidae,Chordata,573,False,False,23,21,0,0,2,0,False,moderate_20_49,Moderate (20-49 protective contexts),False,0.0028991826549802,extended_greedy_order,
Cheumatopsyche brevilineata,,Insecta,Trichoptera,Hydropsychidae,Arthropoda,574,False,False,6,6,0,0,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0016976297082273,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Lemna trisulca,,Liliopsida,Arales,Lemnaceae,Magnoliophyta,575,False,False,2,2,0,0,2,21,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0069923873151893,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Ptychadena bibroni,,Amphibia,Anura,Ranidae,Chordata,576,False,False,2,2,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0036088245816542,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Pelophylax nigromaculatus,,Amphibia,Anura,Ranidae,Chordata,577,False,False,13,12,0,0,2,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0014917786492665,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Anopheles pharoensis,,Insecta,Diptera,Culicidae,Arthropoda,578,False,False,4,2,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0037511623794681,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Tanypus nubifer,,Insecta,Diptera,Chironomidae,Arthropoda,579,False,False,6,5,0,0,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0023565866666271,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Rasbora trilineata,,Actinopterygii,Cypriniformes,Cyprinidae,Chordata,580,False,False,2,2,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0037321822273512,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Puntius parrah,,Actinopterygii,Cypriniformes,Cyprinidae,Chordata,581,False,False,2,2,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0026430672014858,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Stenonema tripunctatum,,Insecta,Ephemeroptera,Heptageniidae,Arthropoda,582,False,False,1,1,0,0,1,30,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0110060537341946,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Cheumatopsyche oxa,,Insecta,Trichoptera,Hydropsychidae,Arthropoda,583,False,False,1,1,0,0,1,3,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0039800327433522,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
